,Name,Hometown,High School,Year,sport
56,Charles Chustckie,"Staten Island, NY ", Tottenville,2018,football
58,Colin Jonov,"Murrysville, PA ", Franklin Regional,2018,football
60,Noah Palmer,"Jefferson Hills, PA ", Thomas Jefferson,2018,football
67,Alex Capstick,"Lincolnshire, IL ", Adlai E. Stevenson,2018,football
69,Tyler Bentley,"West Chester, OH ", Lakota West,2018,football
70,Grey Brancifort,"Pickerington, OH ", Pickerington Central,2018,football
71,Jack Hansberry,"Pittsburgh, PA ", Upper St. Clair,2018,football
72,Jake Kradel,"Butler, PA ", Butler Senior,2018,football
73,Chase Brown,"Ashburn, VA ", Briar Woods,2018,football
79,Nick Stazer,"Butler, PA ", Butler Senior,2018,football
83,Blake Zubovic,"Belle Vernon, PA ", Belle Vernon Area,2018,football
85,Stefano Millin,"Massillon, OH ", Perry,2018,football
91,Cameron O'Neil,"Phenix City, AL ", Glenwood School,2018,football
94,John Vardzel,"Charleston, SC ", North Allegheny (PA),2018,football
97,Habakkuk Baldonado,"Rome, Italy ", Clearwater Academy International (FL),2018,football
104,Devin Danielson,"Pittsburgh, PA ", Thomas Jefferson,2018,football
105,Chris Maloney,"Fort Washington, PA ", La Salle College H.S.,2018,football
107,Ethan Van Buskirk,"Harrisburg, PA ", Central Dauphin,2018,football
109,Will Connelly,"Beaver, PA ", Beaver Area,2018,football
110,Kaymar Mimes,"Long Branch, NJ ", Long Branch,2018,football
4,Daniel Carter,"Margate, FL ", St. Thomas Aquinas,2019,football
10,Calijah Kancey,"Miami, FL ", Miami Northwestern,2019,football
11,John Petrishen,"Lower Burrell, PA ", Pittsburgh Central Catholic,2019,football
21,Will Gipson,"Aliquippa, PA ", Aliquippa,2019,football
25,Nate Temple,"Abbeville, SC ", Abbeville,2019,football
26,Davis Beville,"Greenville, SC ", Greenville,2019,football
29,Eli Kosanovich,"Aliquippa, PA ", Aliquippa,2019,football
30,Paris Brown,"Powder Springs, GA ", McEachern,2019,football
34,Vincent Davis,"Fort Lauderdale, FL ", Cardinal Gibbons,2019,football
35,Brandon Hill,"Apopka, FL ", Wekiva,2019,football
37,Leslie Smith,"Miami, FL ", Miami Northwestern,2019,football
40,A.J. Woods,"Germantown, MD ", Northwest,2019,football
42,Gavin Thomson,"Pittsburgh, PA ", Pittsburgh Central Catholic,2019,football
43,Kylan Johnson,"Dallas, TX ", Skyline,2019,football
44,Kyi Wright,"Farrell, PA ", Farrell,2019,football
45,Josh Junko,"Akron, OH ", Cuyahoga Valley Christian Academy,2019,football
47,Brandon George,"Reading, PA ", Berks Catholic,2019,football
49,SirVocea Dennis,"Syracuse, NY ", Christian Brothers Academy,2019,football
50,Jacob Hunsinger,"Hazleton, PA ", Hazleton Area,2019,football
52,Isaiah Stewart,"Union, NJ ", Union,2019,football
54,Brassir Stocker,"Coatesville, PA ", Downingtown East,2019,football
59,Jason Collier Jr.,"West Deptford, NJ ", West Deptford,2019,football
68,Bam Brima,"Worcester, MA ", Loyalsock Township (PA),2019,football
70,Bryce Nelms,"West Orange, NJ ", West Orange,2019,football
74,Shane Murphy,"Reading, PA ", Berks Catholic,2019,football
77,Nolan Ulizio,"West Chester, OH ", Lakota West,2019,football
79,Liam Dick,"Milton, Canada ", Clarkson,2019,football
81,Matt Goncalves,"Manorville, NY ", Eastport-South Manor,2019,football
84,Jared Wayne,"Peterborough, Ontario, Canada ", Clearwater Academy International (FL),2019,football
88,Nakia Griffin-Stewart,"Tenafly, NJ ", Tenafly,2019,football
91,Deandre Jules,"Germantown, MD ", Northwest,2019,football
93,Sam Scarton,"Hermitage, PA ", Hickory,2019,football
95,Brandon Hurst,"Aldie, VA ", John Champe,2019,football
98,Jared Campbell,"Rochester, NY ", McQuaid Jesuit,2019,football
1,Israel Abanikanda,"Brooklyn, NY ", Abraham Lincoln,2020,football
3,Jordan Addison,"Frederick, MD ", Tuscarora,2020,football
10,Lucas Krull,"Shawnee, KS ", Mill Valley,2020,football
11,DJ Turner,"Glenarden, MD ", DeMatha Catholic,2020,football
15,Jaylon Barden,"Lizella, GA ", Westside,2020,football
17,Bangally Kamara,"Akron, OH ", East,2020,football
23,Logan Clouse,"Mendham, NJ ", The Hun School,2020,football
26,Joey Yellen,"Mission Viejo, CA ", Mission Viejo,2020,football
31,Jahvante Royal,"Miramar, FL ", St. Thomas Aquinas,2020,football
34,Rashad Battle,"Atlanta, GA ", Creekside,2020,football
44,Buddy Mack III,"Greer, SC ", Byrnes,2020,football
47,Hunter Sellers,"Tyrone, GA ", Woodward Academy,2020,football
51,Solomon DeShields,"Millville, NJ ", Millville Senior,2020,football
52,Hudson Primus,Washington D.C. , Archbishop Carroll,2020,football
55,Angelo Priore,"Pittsburgh, PA ", Baldwin,2020,football
57,Myles Canton,"Upper Marlboro, MD ", DeMatha Catholic,2020,football
58,JoJo Belgrave,"Miami, FL ", Miami Southridge Senior,2020,football
59,Jehvonn Lewis,"Bethel Park, PA ", Bethel Park,2020,football
61,Anthony Scott-Naji,"Philadelphia, PA ", St. Joseph's Prep,2020,football
62,A.J. Roberts,"Staten Island, NY ", Tottenville,2020,football
64,Sam Williams,"Pembroke Pines, FL ", Calvary Christian Academy,2020,football
66,Byron Floyd,"Mentor, OH ", Mentor,2020,football
68,Dayon Hayes,"Pittsburgh, PA ", Westinghouse,2020,football
70,Will King IV,"Holland, MI ", Holland Christian,2020,football
76,Dakota Peters,"New Castle, PA ", Shenango,2020,football
77,Matt Altsman,"Zelienople, PA ", Pittsburgh Central Catholic,2020,football
83,Michael Statham Jr.,"Philadelphia, PA ", Saint Frances Academy (MD),2020,football
84,Keldrick Wilson,"Mount Ulla, NC ", West Rowan,2020,football
87,Branson Taylor,"Lorain, OH ", Elyria Catholic,2020,football
88,Daniel Moraga,"Oxnard, CA ", Pacifica,2020,football
89,Aydin Henningham,"Delray Beach, FL ", Deerfield Beach,2020,football
90,Luke DelGaudio,"Shavertown, PA ", Dallas,2020,football
94,Jake McConnachie,"Verona, NJ ", Verona,2020,football
99,Ben Sauls,"Tipp City, OH ", Tippecanoe,2020,football
103,Cam Guess,"Belle Vernon, PA ", Belle Vernon Area,2020,football
4,Khalil Anderson,"Atlanta, GA ", Riverwood,2021,football
5,Nahki Johnson,"Pittsburgh, PA ", West Mifflin,2021,football
6,Melquise Stovall,"Lancaster, CA ", Paraclete,2021,football
15,Rodney Hammond Jr.,"Norfolk, VA ", Booker T. Washington,2021,football
21,M.J. Devonshire,"Aliquippa, PA ", Aliquippa,2021,football
30,Nate Yarnell,"Austin, TX ", Lake Travis,2021,football
31,Myles Alston,"Virginia Beach, VA ", Ocean Lakes,2021,football
32,Javon McIntyre,"Bear, DE ", Imhotep Charter (PA),2021,football
35,Phillip O'Brien Jr.,"Pompano Beach, FL ", Deerfield Beach,2021,football
37,Tamarion Crumpley,"Cincinnati, OH ", Winton Woods,2021,football
40,Jake Frantl,"Erin, WI ", Hartford Union,2021,football
44,Noah Biglow,"Wesley Chapel, FL ", Armwood,2021,football
53,Stephon Hall,"Monaca, PA ", Central Valley,2021,football
60,Cole Mitchell,"Frederick, MD ", Linganore,2021,football
62,Taelen Brooks,"Pittsburgh, PA ", Woodland Hills,2021,football
63,Dante Caputo,"Wexford, PA ", North Allegheny,2021,football
65,Peter Vardzel,"Charleston, SC ", Wando,2021,football
70,Ak'Bar Shabazz II,"Marietta, GA ", Harrison,2021,football
73,Preston Lavant,"Cordele, GA ", Crisp County,2021,football
74,Dorien Ford,"Pittsburgh, PA ", Baldwin,2021,football
76,Trey Andersen,"Eagle Mountain, UT ", Lehi,2021,football
77,Dylan Bennett,"Montoursville, PA ", Montoursville,2021,football
78,Marcus Minor,"Lanham, MD ", DeMatha Catholic,2021,football
82,Terrence Moore,"Massillon, OH ", Massillon Washington,2021,football
83,Nick Lapi,"Upper Saddle River, NJ ", Northern Highlands,2021,football
85,Ryan Jacoby,"Mentor, OH ", Mentor,2021,football
88,George French II,"Bethlehem, PA ", Bethlehem Catholic,2021,football
90,Matt Metrosky,"Greensburg, PA ", Greensburg Central Catholic,2021,football
92,Terrence Enos Jr.,"Redford, MI ", Cass Technical,2021,football
97,Jaden Bradley,"Fayetteville, NC ", DeMatha Catholic (MD),2021,football
102,Gavin Bartholomew,"Schuylkill Haven, PA ", Blue Mountain,2021,football
104,Jake Renda,"Princeton, NJ ", IMG Academy (FL),2021,football
110,James Fineran,"Towson, MD ", Calvert Hall College H.S.,2021,football
112,Elliot Donald,"Pittsburgh, PA ", Pittsburgh Central Catholic,2021,football
114,Caleb Junko,"Akron, OH ", Hudson,2021,football
8,Karter Johnson,"Pickerington, OH ", Pickerington Central,2022,football
11,Tylar Wiltz,"Breaux Bridge, LA ", Breaux Bridge,2022,football
15,Konata Mumpfield,"Hoschton, GA ", Dacula,2022,football
18,Bub Means,"Lovejoy, GA ", Lovejoy,2022,football
19,Derek Kyler,"DeKalb, IL ", DeKalb,2022,football
22,Samuel Okunlola,"Brockton, MA ", Thayer Academy,2022,football
23,Ryland Gandy,"Buford, GA ", Buford,2022,football
29,Che Nwabuko,"Austin, TX ", Manor,2022,football
34,C'Bo Flemister,"Williamson, GA ", Pike County,2022,football
36,Anthony Summey,"Ocean Township, NJ ", St. Peter's Prep,2022,football
43,Shayne Simon,"West Orange, NJ ", St. Peter's Prep,2022,football
46,Justin Cullins,"Baltimore, MD ", Calvert Hall College H.S.,2022,football
48,Kyle Louis,"East Orange, NJ ", East Orange Campus,2022,football
50,Addison Copeland III,"Buffalo, NY ", Western New York Maritime Charter,2022,football
53,Jimmy Scott,"Cheektowaga, NY ", St. Francis,2022,football
57,Caden Smith,"Murrysville, PA ", Franklin Regional,2022,football
58,Lorenzo Jenkins,"Beaver Falls, PA ", Blackhawk,2022,football
62,Drew Foster,"Austin, TX ", Hyde Park Baptist,2022,football
63,Abe Ibrahim,"Bridgeville, PA ", Chartiers Valley,2022,football
68,Sean FitzSimmons,"Monaca, PA ", Central Valley,2022,football
82,Ryan Baer,"Eastlake, OH ", North,2022,football
83,Isaiah Montgomery,"Virginia Beach, VA ", Landstown,2022,football
88,Dylan Deveney,"Medford, NJ ", Shawnee/Hun School,2022,football
90,Josh Altsman,"Zelienople, PA ", Pittsburgh Central Catholic,2022,football
93,Trevor Faulkner,"Pittsburgh, PA ", Avonworth,2022,football
97,Thomas Aden,"Lakewood, OH ", St. Edward,2022,football
102,Sam Vander Haar,"Melbourne, Australia ", Box Hill Senior Secondary College,2022,football
3,Kenny Johnson,"York, PA ", Dallastown,2023,football
4,Donovan McMillon,"McMurray, PA ", Peters Township,2023,football
5,Daejon Reynolds,"Springfield, IL ", Grayson,2023,football
8,Phil Jurkovec,"Pittsburgh, PA ", Pine-Richland,2023,football
12,Malcolm Epps,"Houston, TX ", Dekany,2023,football
20,Christian Veilleux,"Ottawa, Ontario ", Bullis School (MD),2023,football
22,Ty Dieffenbach,"Calabasas, CA ", Agoura,2023,football
26,Montravius Lloyd,"St. Petersburg, FL ", Lakewood,2023,football
27,Jesse Anderson,"Fort Lauderdale, FL ", Cardinal Gibbons,2023,football
28,David Lynch,"East Greenwich, RI ", Bishop Hendricken,2023,football
30,Israel Polk,"Richmond, CA ", St. John Bosco,2023,football
33,Jordan Bass,"Hampton, VA ", Phoebus,2023,football
34,Shadarian Harrison,"Lakeland, FL ", Lakeland,2023,football
37,Zion Fowler-El,"Jersey City, NJ ", St. Peter's Prep,2023,football
40,TJ Harvison,"Carrolton, GA ", Bowdon,2023,football
47,Caleb Williams,"Pittsburgh, PA ", Montour,2023,football
48,Rasheem Biles,"Pickerington, OH ", Pickerington Central,2023,football
50,Cruce Brookins,"Pittsburgh, PA ", Steel Valley,2023,football
51,Derrick Davis Jr.,"Pittsburgh, PA ", Gateway,2023,football
52,Braylan Lovelace,"Leechburg, PA ", Leechburg,2023,football
54,Maverick Gracio,"West Palm Beach, FL ", Cardinal Newman,2023,football
55,Devin Whitlock,"Monessen, PA ", Belle Vernon Area,2023,football
56,Antonio Camon,"Tampa, FL ", Tampa Bay Tech,2023,football
58,John Glenn,"Decatur, GA ", Woodward Academy,2023,football
60,Adam Howanitz,"Archbald, PA ", Valley View,2023,football
63,Zach Zollers,"Royersford, PA ", Spring-Ford,2023,football
66,Matthew Amofa,"Hillsborough, NJ ", Hillsborough,2023,football
77,BJ Williams,"Lawrenceville, GA ", Creekside,2023,football
79,Brody Riffe,"Winter Garden, FL ", West Orange,2023,football
81,Graysen Riffe,"Winter Garden, FL ", West Orange,2023,football
87,Tai Ray,"Apopka, FL ", Apopka,2023,football
91,Ryan Carretta,"Galena, OH ", St. Charles Prep,2023,football
95,Jackson Brown,"Danville, CA ", San Ramon Valley,2023,football
97,Thaddeus Shaw,"York, PA ", Central York,2023,football
99,Benny Haselrig,"Allison Park, PA ", Hampton,2023,football
100,Lamar Seymore,"Miami, FL ", Miami Central,2023,football
111,Sam Carpenter,"Foxborough, MA ", Foxborough,2023,football
114,Franco Fernandez-Enjo,"Glenview, IL ", Glenbrook South,2023,football
115,Isaiah Neal,Washington D.C. , St. Frances Academy (MD),2023,football
0,Ava Washington,"Reisterstown, MD ", Morristown [NJ],2010,womens-lacrosse
1,Kaitlyn Giandonato,"Malvern, PA ", Great Valley,2010,womens-lacrosse
2,Madigan Lublin,"Penfield, NY ", Penfield,2010,womens-lacrosse
3,Karis Mameniskis,"Wayne, PA ", Radnor,2010,womens-lacrosse
4,Emily Coughlin,"Pittsburgh, PA ", Oakland Catholic,2010,womens-lacrosse
5,Abby Thorne,"Adelaide, South Australia ", Sacred Heart College,2010,womens-lacrosse
6,Leigh Young,"Charlottesville, VA ", Albemarle,2010,womens-lacrosse
7,Avery Moon,"Ashburn, Va. ", Stone Bridge,2010,womens-lacrosse
8,Kara Trullender,"Woodbridge, VA ", Woodbridge,2010,womens-lacrosse
9,Sydney Naylor,"Damascus, MD ", Glenelg Country School,2010,womens-lacrosse
10,Rachel Familetti,"Broomall, PA ", Cardinal O'Hara,2010,womens-lacrosse
11,Devon Cavanaugh,"Wilmington, NC ", Cape Fear Academy,2010,womens-lacrosse
12,Lilly Comello,"Silver Spring, MD ", St. John's College High School,2010,womens-lacrosse
13,Maria Donahue,"Bethlehem, PA ", Saucon Valley,2010,womens-lacrosse
14,Jill Fenech,"Adjala, Ontario, Canada ", Everest Academy,2010,womens-lacrosse
15,Sammie Giroux,"Deer Park, NY ", Deer Park,2010,womens-lacrosse
16,Amelia Haywood,"Silver Spring, MD ", St. John's College High School,2010,womens-lacrosse
17,Christina DeNaples,"Moscow, PA ", Scranton Prep,2010,womens-lacrosse
18,Natalie Voorhees,"Mount Airy, MD ", Urbana,2010,womens-lacrosse
19,Talia Zuco,"Chapel Hill, NC ", East Chapel Hill,2010,womens-lacrosse
20,Camdyn O'Donnell,"Poway, CA ", Poway,2010,womens-lacrosse
21,Kendall Barnes,"Lutherville, MD ", Maryvale Preparatory,2010,womens-lacrosse
22,Maureen McNierney,"Malverne, NY ", Kellenberg Memorial,2010,womens-lacrosse
23,Sarah Labovitz,"Great Falls, Va. ", The Bullis School,2010,womens-lacrosse
24,Paige Telatovich,"Bethlehem, PA ", Freedom,2010,womens-lacrosse
25,Natalie Calandra-Ryan,"Auburn, NY ", Auburn,2010,womens-lacrosse
26,Alexa Carannante,"Mount Sinai, NY ", Mount Sinai,2010,womens-lacrosse
27,Ava Sumwalt,"Aquebogue, NY ", Riverhead,2010,womens-lacrosse
28,Audrey Moran,"Naperville, IL ", Benet Academy,2010,womens-lacrosse
29,Maeve Murray,"Chevy Chase, MD ", Georgetown Visitation Prep,2010,womens-lacrosse
30,Gracie Kahoun,"Roanoke, VA ", Patrick Henry,2010,womens-lacrosse
31,Maggie Long,"Rockville Centre, NY ", South Side,2010,womens-lacrosse
32,Megan Sheridan,"Drexel Hill, PA ", Archbishop Carroll,2010,womens-lacrosse
33,Jenna Hendrickson,"Lynbrook, NY ", Lynbrook,2010,womens-lacrosse
34,Riley Patrick,"Bel Air, MD ", Bel Air,2010,womens-lacrosse
35,Ava Peterson,"Massillon, OH ", Jackson,2010,womens-lacrosse
36,Dylana Williams,"Oshawa, Ontario, Canada ", Maxwell Heights Secondary School,2010,womens-lacrosse
37,Molly Cain,"Monkton, MD ", Notre Dame Preparatory,2010,womens-lacrosse
1,Mackenzie Beil,"Manhasset, NY ", Manhasset Secondary School,2022,womens-lacrosse
3,Madisyn Kittell,"Syracuse, N.Y. ", West Genesee,2022,womens-lacrosse
6,Therese Pitman,"Sherrill, N.Y. ", Vernon-Verona-Sherrill,2022,womens-lacrosse
7,Carlie Leach,"Lake Oswego, OR. ", Lake Oswego,2022,womens-lacrosse
8,Caroline Lederman,"Rochester, N.Y. ", Brighton,2022,womens-lacrosse
12,Kierin Ratliff-Kailbourne,"Honeoye Falls, N.Y. ", Honeoye Falls-Lima,2022,womens-lacrosse
16,Payton Reed,"Honeoye Falls, N.Y. ", Honeoye Falls-Lima,2022,womens-lacrosse
20,Elise Bialecki,"Littleton, CO ", JK Mullen,2022,womens-lacrosse
21,Kate Elam,"Elam, Va. ", St. Anne's-Belfield School,2022,womens-lacrosse
23,Gabriella Turano,"Edgewater, MD ", South River,2022,womens-lacrosse
24,Kiara Feibusch,"Kings Park, NY ", Kings Park,2022,womens-lacrosse
25,Brittney Villhauer,"Woodstock, Ga. ", Blessed Trinity Catholic,2022,womens-lacrosse
26,Paige Petty,"Bernardsville, NJ ", Bernards,2022,womens-lacrosse
27,Reilly Reed,"Chapel Hill, NC ", East Chapel Hill,2022,womens-lacrosse
28,Julia Foster,"Louisville, KY ", Eastern,2022,womens-lacrosse
29,Chloe Jones,"Slingerlands, NY ", The Lawrenceville School,2022,womens-lacrosse
30,Paulina DiFatta,"Dix Hills, NY ", Half Hollow Hills West,2022,womens-lacrosse
34,Molly Carter,"Lynbrook, NY ", Lynbrook,2022,womens-lacrosse
36,Karina Latsko,"Pittsburgh, PA ", Seneca Valley,2022,womens-lacrosse
37,Allyson Trice,"Syracuse, NY ", West Genesee,2022,womens-lacrosse
32,Hannah Van Middelem,"Mount Sinai, N.Y. ", Mount Sinai,2023,womens-lacrosse
0,Keegan Gunderson,"Circle Pines, Minn. ", Shattuck-St.Mary's,2010,mens-soccer
1,Matt Aberegg,"Wadsworth, Ohio ", Highland,2010,mens-soccer
2,Hami Kara,"Wethersfield, Conn. ",,2010,mens-soccer
3,Robert Ildere,"Baton Rouge, La. ", McKinley Senior,2010,mens-soccer
4,Sam Luffy,"Pittsburgh, Pa. ", Central Catholic,2010,mens-soccer
5,Terry Akpua,"Bowie, Md. ",,2010,mens-soccer
6,Ryan Brode,"Setauket, N.Y. ", St. John the Baptist,2010,mens-soccer
7,Mike Whitaker,"Doylestown, Pa. ", Central Bucks East,2010,mens-soccer
8,Ethan Talbott,"Bethel Park, Pa. ", Bethel Park,2010,mens-soccer
9,Alex Harrison,"Isle of Man, United Kingdom ", Ballakermeen High,2010,mens-soccer
10,Shane Flowers,"North Huntingdon, Pa. ", PSU-Erie,2010,mens-soccer
11,Olutomi Ibikunle,"Wynnewood, Pa. ", Lower Merion,2010,mens-soccer
12,Daniel Mark,"Louisville, Ky. ", Country Day,2010,mens-soccer
13,Eric Walker,"Granger, Ind. ", Penn,2010,mens-soccer
14,John Cordier,"Fairview, Pa. ", Cathedral Prep,2010,mens-soccer
15,Alex Fischetti,"Pittsburgh, Pa. ", Seton La Salle,2010,mens-soccer
16,Ryan McKenzie,"Mars, Pa. ", Mars Area,2010,mens-soccer
2,Robert Iledare,"Baton Rouge, La. ", McKinley Senior,2011,mens-soccer
3,Andy Clifford,"Bethel Park, Pa. ", Bethel Park,2011,mens-soccer
5,Ryan Myers,"Wallingford, Pa. ", Strath Haven,2011,mens-soccer
7,Manny Morgado,"Mississauga, Ontario ", Marcellinus Secondary School,2011,mens-soccer
11,Julian Dickenson,"Augusta, Ga. ", Lakeside,2011,mens-soccer
12,Alex Lowman,"Douglasville, Ga. ", Woodward Academy,2011,mens-soccer
14,Dan Prete,"Mechanicsburg, Pa. ", Cumberland Valley,2011,mens-soccer
16,Lee Johnston,"Newberry, Fla. ", Oak Hill,2011,mens-soccer
17,Derrick Smith,"Media, Pa. ", Shipley School,2011,mens-soccer
19,Nico Wrobel,"Berlin, Germany ", Gardner-Webb,2011,mens-soccer
20,Matt Walbert,"Pittsburgh, Pa. ", South Park,2011,mens-soccer
23,Chu Onyeukwu,"Austell, Ga. ", South Cobb,2011,mens-soccer
0,Mark Hast,"Pittsburgh, Pa. ", Upper St. Clair,2012,mens-soccer
3,Graham Smith,"New Hope, Pa. ", New Hope-Solebury,2012,mens-soccer
5,Matt Venanzi,"Pittsburgh, Pa. ", Vermont,2012,mens-soccer
7,Nick Wysong,"Elkhart, Ind. ", Concord,2012,mens-soccer
11,Kevin Fielden,"Tega Cay, S.C. ", Fort Mill,2012,mens-soccer
13,Michael Tuohy,"Glasgow, Scotland ", Hyndland Secondary School,2012,mens-soccer
14,Cory Werth,"Butler, Pa. ", Butler,2012,mens-soccer
18,Andrew Wright,"Lancaster, Pa. ", Lampeter-Strasburg,2012,mens-soccer
19,Emilio Cordero,"Guaynabo, Puerto Rico ", Academia del Perpetuo Socorro,2012,mens-soccer
21,Dan Lynd,"Penfield, N.Y. ", Penfield,2012,mens-soccer
0,Davin Field,"Norfolk, Va. ", Granby,2013,mens-soccer
1,Benjamin Stein,"Downers Grove, Ill. ", Downers Grove North,2013,mens-soccer
2,Brandon Kolczynski,"Farmingdale, N.J. ", Howell,2013,mens-soccer
4,Steven Machi,"Pittsburgh, Pa. ", High Point,2013,mens-soccer
7,Romeo Charron,"Geneva, Switzerland ",,2013,mens-soccer
11,Stephane Pierre,"Woodmere, N.Y. ", Hewlett,2013,mens-soccer
12,Sam Marks,"Merion, Pa. ", The Shipley School,2013,mens-soccer
13,Kevin Murray,"Lakewood, Ohio ", St. Edward,2013,mens-soccer
16,Zane Meehan,"Corvallis, Ore. ", Northwest Nazarene,2013,mens-soccer
22,Braden Horton,"Springfield, Va. ", West Springfield,2013,mens-soccer
0,Will Marshall,"North Versailles, Pa. ", East Allegheny HS,2014,mens-soccer
1,Jack Dickens,"Fox Chapel, Pa. ", Fox Chapel Area HS,2014,mens-soccer
6,Patrick Dixon,"Sydney, Australia ",,2014,mens-soccer
8,Hamish Law,"North Berwick, Scotland ", Erskine Stewarts Melville School,2014,mens-soccer
13,Raj Kahlon,"Oakville, Ontario ", White Oaks Secondary School,2014,mens-soccer
15,Kevin Angulo,"Woodridge, Ontario ",,2014,mens-soccer
17,Matt Bischoff,"Fairport, N.Y. ", Fairport HS,2014,mens-soccer
18,Darcy Bloemen,"Toronto, Ontario ", PEAC School for Elite Athletes,2014,mens-soccer
0,Mikal Outcalt,"Strongsville, Ohio ", St. Ignatius High School,2015,mens-soccer
2,Curren Page,"Waxhaw, N.C. ", Cuthbertson High School,2015,mens-soccer
3,Donny Deep,"Powell, Ohio ", Olentangy Liberty High School,2015,mens-soccer
12,Craig Bair,"Brecksville, OH ", Brecksville-Broadview Heights,2015,mens-soccer
15,Alec Anselmo,"Charlotte, N.C. ", Independence High School,2015,mens-soccer
17,Thomas Suchecki,"New York, N.Y. ", Stuyvesant High School,2015,mens-soccer
18,Matt Nozedar,"Kingston up Hull, England ", Providence Senior High School,2015,mens-soccer
20,Matt Bragg,"Crofton, Md. ", South River,2015,mens-soccer
21,Kyle Brathwaite,"Charlotte, N.C. ",,2015,mens-soccer
22,Mike Haberman,"Wexford, Pa. ", Vincentian Academy,2015,mens-soccer
23,Tobias Marshall-Heyman,"Danderyd, Stockholm ", Danderyds Gymnasium,2015,mens-soccer
2,Bryce Cregan,"Dallastown, Pa. ", Akron,2016,mens-soccer
3,Tom Moxham,"Plymouth, England ", Heles School,2016,mens-soccer
4,Luca Mellor,"Huddersfield, England ", Salendine Nook,2016,mens-soccer
6,Alex Ligeti,"Boca Raton, Fla. ",,2016,mens-soccer
12,Josh Coan,"Raleigh, N.C. ", Wake Forest H.S.,2016,mens-soccer
14,Hunter Gordon,"Olmsted Falls, Ohio ", St. Ignatius,2016,mens-soccer
17,Alex Peperak,"Connellsville, PA ", Connellsville,2016,mens-soccer
21,Beck Nunnink,"London, England ", The American School in London,2016,mens-soccer
24,John Fritz,"Macungie, Pa. ", Emmaus,2016,mens-soccer
25,Jacob Rooth,"Evanston, IL ", Lake Forest Academy,2016,mens-soccer
4,Mauriq Hill,"Atlanta, Ga. ", Montverde Academy,2017,mens-soccer
5,Joshua Gaspari,"Canberra, Australia ", Daramalan College,2017,mens-soccer
6,Javi Perez,"Valencia, Spain ", Cambridge House CC,2017,mens-soccer
7,Pol Planellas,"Barcelona, Spain ",,2017,mens-soccer
8,Fiorre Mane,"Dakar, Senegal ", Montverde Academy,2017,mens-soccer
9,Edward Kizza,"Kampala, Uganda ", Montverde Academy,2017,mens-soccer
10,Marcony Pimentel,"Juiz de Fora, Brazil ", Max Weber Schule,2017,mens-soccer
12,Alexander Dexter,"Brooklyn, NY ", Kaiserslautern (Germany),2017,mens-soccer
14,Tim Townsend,"Hummelstown, PA ", Lower Dauphin,2017,mens-soccer
17,Robby Dambrot,"Akron, OH ", St. Vincent-St. Mary,2017,mens-soccer
19,Chad Stout,"Lewisberry, PA ", Red Land,2017,mens-soccer
20,Trevor Walsh,"Coral Springs, Fla. ", St. Thomas Aquinas,2017,mens-soccer
0,Johan Penaranda,"Long Island, NY ", Long Beach,2018,mens-soccer
1,Alexander Steinbach,"Frankfurt, Germany ", International School Frankfurt,2018,mens-soccer
2,Peter Prescott,"Vancouver, WA ", Mountain View,2018,mens-soccer
4,Shane Wiedt,"Akron, OH ", Archbishop Hoban,2018,mens-soccer
10,Rodrigo Almeida,"Salvador, Brazil ", Montverde Academy,2018,mens-soccer
11,Facundo Costantini,"Curitiba, Brazil ", Montverde Academy,2018,mens-soccer
13,Sito Sena,"Valencia, Spain ", SEK,2018,mens-soccer
14,Nyk Sessock,"Philadelphia, PA ", YSC Academy,2018,mens-soccer
15,Alec Townsend,"Woodbridge, VA ", Forest Park,2018,mens-soccer
17,Chandler Vaughn,"Woodbridge, VA ", Forest Park,2018,mens-soccer
21,Jackson Walti,"St. Augustine, FL ", Montverde Academy,2018,mens-soccer
23,Anthony Harding,"North Huntingdon, Pa. ", Norwin,2018,mens-soccer
4,Bryce Washington,"Atlanta, Ga. ", North Atlanta,2019,mens-soccer
5,Arturo Ordoñez,"Salou, Spain ", Escola Elisabeth,2019,mens-soccer
6,Lucas Cyriacus,"Munich, Germany ", Therese von Bayern FOS,2019,mens-soccer
7,Braden Kline,"Lancaster, Pa. ", Manheim Township,2019,mens-soccer
8,Valentin Noel,"Niort, France ", Lycee de la Venise Verte,2019,mens-soccer
11,Josh Hesson,"Wolverhampton, England ", Thomas Telford,2019,mens-soccer
14,Luke Mort,"Greensburg, Pa. ", Greensburg Central Catholic,2019,mens-soccer
15,Lucas Matuszewski,"York, Pa. ", Dallastown,2019,mens-soccer
16,Louis Spicer,"Cambridge, England ", Millfield School,2019,mens-soccer
19,Veljko Petkovic,"Queens, N.Y. ", Maspeth,2019,mens-soccer
20,Matt Bailey,"Kent Island, Md ", Saints Peter and Paul,2019,mens-soccer
22,Sebastian Serpa,"Miami Beach, FL ", New Albany,2019,mens-soccer
25,Dominic Reiter,"Sewickley, Pa. ", Quaker Valley,2019,mens-soccer
27,Tim Ekpone,"Germantown, Md. ", St. John's,2019,mens-soccer
28,Arie Ammann,"Round Hill, Va. ", Woodgrove,2019,mens-soccer
0,Cabral Carter,"Los Angeles, CA ", Loyola High School of Los Angeles,2020,mens-soccer
1,Kyle Durham,"Brooklyn, NY "," City Polytechnic HS of Engineering, Architecture & Technology",2020,mens-soccer
